sentence	label
it 's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb .	4
for a movie audience , the hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .	2
an energetic , violent movie with a momentum that never lets up .	3
the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .	1
it merely indulges in the worst elements of all of them .	1
kaufman and jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing .	2
the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself .	4
underachieves only in not taking the shakespeare parallels quite far enough .	2
another useless recycling of a brutal mid - '70s american sports movie .	1
the film is a hoot , and is just as good , if not better than much of what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand .	4
` dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .	1
... one of the more influential works of the ` korean new wave ' .	4
in the not-too-distant future , movies like ghost ship will be used as analgesic balm for overstimulated minds .	1
` opening up ' the play more has partly closed it down .	1
to the vast majority of more casual filmgoers , it will probably be a talky bore .	1
delivers more than its fair share of saucy hilarity .	3
everything its title implies , a standard-issue crime drama spat out from the tinseltown assembly line .	2
the script is too mainstream and the psychology too textbook to intrigue .	1
dramatically lackluster .	0
ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness .	1
the story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .	4
what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted .	0
every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of rohypnol .	2
the niftiest trick perpetrated by the importance of being earnest is the alchemical transmogrification of wilde into austen -- and a hollywood-ized austen at that .	2
whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end .	1
precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family .	3
despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` lilo '' could have been pulled from a tear-stained vintage shirley temple script .	1
it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie .	1
... contains very few laughs and even less surprises .	1
to me , it sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .	1
slow , silly and unintentionally hilarious .	2
at its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .	2
is an inexpressible and drab wannabe looking for that exact niche .	1
and lee seems just as expectant of an adoring , wide-smiling reception .	3
this is a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable .	1
